,control_day7,covid_day7,chi
7045,31.8342545845,1978.0872943,1914.9311082058566
7006,233.7097209,2352.5389017499997,1908.3370286807549
16610,3333.622944,1597.494456,1886.7934818330082
2190,3002.452692,1385.8708505,1885.7001352793307
26146,1582.8467620000001,558.1206004999999,1881.4279657869836
13383,1985.2181944999998,778.1660236499999,1872.318886809955
11194,3215.003736,1528.8784911999999,1859.544991649668
23392,2203.8438205,906.6883415,1855.7780658302643
30566,2552.7106895,1115.5654594999999,1851.4255658627749
10944,1051.93557225,303.67289170000004,1843.7504775928314
19466,651.9875394000001,141.603668835,1839.58295343634
14718,21.877556375500003,0.256661294,1821.3229460505681
27819,168.39274634999998,13.34638728,1801.1895621287088
9138,2307.2019695,981.00417055,1792.8574156354023
8355,1142.33839035,350.09308285,1792.8164194112119
6780,3238.0979684999998,1564.4412939999997,1790.4965017488212
30585,1173.0668236000001,366.27265175,1777.1374210472363
15752,7854.784914,4904.3919405,1774.902740989074
4177,3019.5091185,6363.1977625,1757.0181165675438
30538,2200.441274,928.3288037,1743.2079352088383
26389,3057.082355,1464.0198484500002,1733.479332580266
7221,6214.79131,3687.9491550000002,1731.295906731404
12065,1600.3554095,590.943994,1724.2097662163796
978,988.67380865,286.59642295,1719.8841857050697
31581,1754.642055,677.44616305,1712.8312963052604
11971,313.96378590000006,43.32928609,1690.381704772947
28710,1697.36948555,650.7348709,1683.3952898028933
26351,1183.333977,384.20945515000005,1662.1142266597105
413,981.58686425,288.89906155,1660.844412006897
31296,863.0150125,3143.7623345,1654.6442743858036
7838,674.42701825,160.03315291,1653.4139575956067
6897,2012.5038455,836.69683035,1652.3573255292804
27064,976.8585663,289.34267524999996,1633.627324548198
29333,5436.946425499999,3163.617495,1633.580682372687
17123,5526.9772735,3232.8915104999996,1627.901669730124
19849,1656.0850279,641.38147725,1605.3212202453215
21919,1529.2078765,573.98842535,1589.6560968087947
6727,2432.98744,1108.0538703999998,1584.2631940081515
19346,46.243265735,1.283306469,1575.1482487075184
17137,2224.883995,982.7566865,1569.9514149491922
5794,3365.9899915,1725.1953635,1560.522980894076
27345,5463.505532499999,3222.0035725,1559.3809639339995
17730,218.775563755,24.271595185,1558.685924889677
1288,120.91708652,8.213161405,1546.5633889277656
17714,435.7351248,2332.7697313,1542.689897752194
16646,2303.4469520000002,1038.40937115,1541.1263856281705
1238,817.5221636499999,227.14630725,1534.445600457955
7406,3268.5691699999998,1670.5962169999998,1528.5067286367141
32,703.2636916499999,180.72977260000002,1510.773198182798
18688,1904.044497,803.1133603999999,1509.1884001676838
25475,3932.839262,2138.702304,1505.0843766526816
16771,400.3944881,71.815033175,1503.3684929967326
23860,460.60502315,92.50068328500001,1464.8627471211382
15900,1782.8432524999998,742.0611161500001,1459.7550414247903
29432,1188.92648,412.7526444,1459.580771301331
22334,3839.9898829999997,2095.3646425,1452.595490090065
16919,268.040301,37.0472177565,1440.2648225041623
21663,246.9254204,32.201202495000004,1431.8250929316393
15329,489.85074815,104.48674224999999,1421.2847854704294
25107,3806.367602,2088.612895,1412.746823733775
28597,2210.8688435,1015.1837658,1408.279814155451
14759,1365.879554,515.276447,1404.150431968131
17468,3220.1954615,1684.3802025000002,1400.3539736909463
12515,4508.3452525,2600.7313219999996,1399.2183187301428
9662,426.0807094,84.091959245,1390.8143689675428
16514,3590.9736279999997,1946.5768170000001,1389.1262078186808
21760,2005.813694,892.7555014,1387.724341290717
27300,2915.4186785,1481.8501430000001,1386.8600382323646
25924,2868.0479055,1453.3241745,1377.1485193543517
24760,4835.0846745,2857.825025,1368.0178763011784
23375,3330.2121230000002,1773.2213399999998,1367.1278614022065
10621,170.56929105,1686.3281584000001,1362.44237665465
20758,80.76349322499999,1517.429104,1360.2006655485263
31651,538.0079855,2306.614935,1356.087006269079
9790,229.21015295,29.51604879,1351.0526263181762
25766,4831.7264495,2864.923785,1350.2323312535518
17120,88.01263416500001,5.133225875,1338.1441779046054
25558,5055.414719,3039.138534,1337.671714769602
2451,32.85017776,0.7699838815000001,1336.5719257360176
5005,1498.157882,603.76479195,1324.9182631958329
10065,4487.977753499999,2626.7128525,1318.875425761651
6199,18.6389865195,0.256661294,1316.5595615521743
5629,2743.364797,1392.1275585,1311.5479709894028
24796,2078.181464,958.4777779000001,1308.049465072451
9044,18.297621278999998,0.256661294,1268.1157805600835
28491,2839.258487,1473.018212,1267.2025870594437
11066,5469.8653235,3401.6728514999995,1257.4460531533198
29683,856.03137785,272.74036954999997,1247.444230294843
24378,3487.7478165,1936.9004745,1241.7403526163812
21873,1787.345754,795.45527545,1236.8347433255403
6670,498.0930749500001,2109.35586475,1230.7870005148588
9480,1567.360533,664.8572579500001,1225.093283913929
9514,267.44160205000003,1717.7727059,1224.5277291751381
13805,237.8259079,34.02838087,1220.5526963570624
22742,1244.8802165000002,481.23108074999993,1211.808683726051
20896,1612.3428009999998,695.66781775,1207.8940601768081
10617,736.3922616999998,2453.5995237,1201.8264399639188
27324,2523.7198905000005,1283.8302915000002,1197.4528314892789
16616,3757.933227,2155.461248,1191.3535656755062
9357,4284.276534999999,2544.0317075,1190.4144318297583
2778,3283.6327315000003,1817.4038824999998,1182.9109964718405
6242,17.6732516495,0.256661294,1181.8596208405916
22452,199.74910995499997,25.666129385,1180.7344874465566
8231,1181.397268,452.14036315,1176.2179991326482
6685,414.8291699,1904.8918833,1165.571080085966
11144,2801.1986614999996,1485.4567295000002,1165.4172061987963
15811,1536.4547115,659.77050465,1164.912940368459
3340,121.55895419999999,10.5805551695,1164.041475524474
4106,6071.679921,3947.6838985,1142.7863070064957
927,3398.2086785,1920.100247,1137.8596188844667
1497,734.8190281,226.96666785,1136.351968571652
43,688.25074225,205.4914541,1134.1422022430215
19848,398.2231827,86.195378705,1129.5425802252948
15619,1104.33912985,418.2720419,1125.3155889408565
14258,5953.039959,3868.7972335000004,1122.847096039122
20163,287.5691635,50.596480725,1109.8805999333817
8966,1091.8878865000001,415.11508445000004,1103.360110850842
10477,454.13605595,108.934319165,1093.9090636706087
18243,2020.388462,983.5167628,1093.121094897413
29809,2500.332073,1306.8146885,1090.0426507592936
10707,1506.9258806,664.2120657,1069.186500059858
20315,2402.7583805,1248.7111025,1066.559844941564
21266,1143.2153799,450.26930649999997,1066.4157065755453
2342,783.1157246,258.68875355,1063.1449732178646
13591,618.0228422,180.49269105000002,1060.6115519232367
17728,303.0688038,57.08508127,1059.961559194887
23467,654.668900205,2167.994487,1056.346935096441
16246,692.5454707,215.67357089999996,1054.402761867849
18160,4940.1620105,3125.1488500000005,1054.1170775875835
23771,1218.0234205000002,495.42317660000003,1053.9497083438216
6163,1736.426685,813.4179096,1047.3646933645132
30868,1222.1349954,500.5125243,1040.4115092319785
13363,457.87996780000003,113.89887519999999,1038.8424982996653
4487,615.8404309500002,181.65250305,1037.8010408268676
7770,673.5803111,209.51735639999998,1027.8595989620567
18159,630.587874,189.57479734999998,1025.9408766093497
24143,2400.1570665,1266.544461,1014.6327893881165
24368,2096.4073125,1059.80909505,1013.8956812498602
1279,70.896065755,1149.293770735,1011.8749789815733
25003,2249.9493059999995,1164.7073695,1011.1982559566601
8687,2530.8179405,1362.4895474,1001.8361144336133
4016,611.23933345,2035.6082064999998,996.6685534256451
25336,811.9419194,282.014382,995.7761476676332
27281,2017.4726065,1013.3510417,994.9761488426964
1696,2397.303658,1276.9085765,983.0657901054448
16540,2544.3691390000004,1382.4039165,976.6777728161012
25979,29.118524776,0.8274260045,967.3206611175209
15251,3075.248266,1770.2356465000003,962.0515440537148
29370,2406.536763,1292.7202565,959.6718268426582
29856,1168.2965105,486.47187785,955.625290701082
8219,908.74067765,340.17258100000004,950.3108086427567
18296,619.41743275,192.29911055,948.6786529442062
27094,860.7065538500001,316.1526934,937.9610331385468
14094,1617.7229195,771.4463574,928.3652877350344
19929,397.2994636,97.10100684,928.0965911051885
18313,1022.9932830500001,409.1251804,921.0727315358149
4999,416.7011258,105.47918157000001,918.2769256322094
12510,1795.9323789999999,893.6317594,911.053573876085
55,1381.8238695,627.7369097999999,905.8685795148853
25032,2851.1526235,1639.257944,895.9472910142616
22232,572.1150751,175.74198024999998,893.9903265996522
2968,506.01499349999995,145.52931295,892.9467421195342
31792,318.29822415,1459.881421,892.6835951084181
3403,1403.1394014,646.5024364,885.5333941080431
25860,21.759681684999997,0.5133225875,879.3842037974238
16617,121.571213065,13.34638728,877.5867708968204
11498,1269.3795179,565.52591565,876.0162526431538
9527,501.1647348,144.9047626,875.8936940002603
27537,1589.9844205,770.17637985,872.6380620050795
9914,766.7414004999999,276.28715515,870.6353599798828
21029,2958.549947,1731.0546955,870.4199794333122
31831,1715.5212554999998,854.82943145,866.5944207488901
20161,539.40959565,163.86349255,860.6851554232655
16721,983.50020815,2424.3487465000003,856.3308036694347
29649,1096.0629598500002,466.05987439999996,851.615660300063
22997,1644.1759025000001,812.9275882,849.9819295794344
5465,422.6729236,112.96753447500001,849.0707396494914
10861,125.1266305,14.487916699000001,844.9058098452826
28873,184.92402765,29.2593875,828.1608831705377
23279,2799.4528545000003,1639.2994625000001,821.0555324141126
9651,222.2778596,1223.8120055,819.6280481770794
7916,1430.0300404999998,682.2431114,819.6276107285709
6742,2471.8695565,1402.513613,815.3376361551042
7830,291.0773259,63.659313909999995,812.433389568144
2394,3670.8099434999995,2304.5261415,810.0283151453128
31297,607.96283405,1822.213568,809.1284527731676
11578,2754.7191205,1613.0834455,807.975568820445
2483,45.49693514,2.3099516445,807.426228112365
14564,190.10223975,31.31267785,805.2369423394407
30823,260.81861102,53.461273835,804.2656337961122
5714,1420.223907,681.78723095,799.7931022790929
7245,907.5748169000001,366.5133898,798.7360790699512
27433,730.618284,267.98104855,798.6878653655403
25370,1606.523874,805.05306365,797.9044970411443
19195,256.976628575,52.48110123000001,796.8281862234398
11688,749.1603528999999,278.9294928,792.7346067664943
18241,532.5385964499999,168.38313765,787.544406313885
20872,1147.7680695,513.4469093,783.6512928396625
6905,2493.4394895,1435.98562065,778.7046532121086
17988,2430.9374685000003,1390.9040530000002,777.6737029585719
28122,507.75566295,157.97125235,774.5025254830133
27280,2095.2957260000003,1152.1972535500001,771.946579456871
29864,1205.2739804999999,552.9703892,769.48057894829
4178,2191.6300055,1223.3913926999999,766.3009703279474
15496,1323.893087,629.57977645,765.7027611737234
1814,2063.5168995,1132.739592,764.8239739085147
25623,573.1782532999999,191.9421911,757.2120245623382
18928,931.24260365,389.00168484999995,755.8456054874033
16113,1094.78215765,490.3486900500001,745.0612679677131
21951,684.51154405,251.73695949999998,744.006130066988
148,1814.9278215,967.2812838,742.8083897706834
24896,20.0178592965,0.5133225875,741.106979308072
3007,28.574100361499998,1.0266451755,739.1670514158844
2917,1471.9306954999997,736.0270988499999,735.7801151731409
15738,2194.0977265,1239.2589825,735.6953146341207
13388,1747.1611492,924.0337387000001,733.2402547007077
16368,2173.8580555,1227.5183805000001,729.5685300568132
17858,35.034894969999996,1.5399677630000002,728.5283338767064
30271,2508.348807,1475.17777665,723.6025344542195
7449,882.42421975,367.0705906,723.5375698280626
19469,105.310677375,12.039844529,722.5548667868907
5701,824.99301475,333.96623735000003,721.951111097336
24591,610.0780846,216.80283359999999,713.3920737146353
18388,28.08918979,1.0266451755,713.3733625691235
17089,806.3692203999999,325.4133769,710.8451582427754
859,571.8168786,197.69631075,707.9858939067553
30763,1425.218864,714.6790361000001,706.4245927615525
20750,1421.3658775,712.18838305,706.1793348559446
6980,1028.7176995,459.5480376,704.9406754497699
10523,827.5465482,338.9796253,704.1651483941696
12106,1280.41804545,620.01985055,703.4061497229562
9368,1994.906453,1113.0732739999999,698.6330314002728
27333,1990.560383,1110.4322335,697.5892235231071
13868,1872.9355139999998,1028.615785,693.0438120572232
24513,125.27719538999999,926.1685345999999,692.559629547997
11576,943.3769992499999,410.74217005,690.7005950773889
23541,324.89030525,84.043127309,690.2094791031393
4265,383.63793599999997,109.39385615,687.5140705310363
8113,13.498703835,0.256661294,683.2027062781572
28014,2080.8353735,1184.0243162,679.2682054679108
13422,2054.119818,1166.4493856499998,675.5190633748323
5903,376.09007289999994,107.14865965500002,675.0386238251242
21475,313.98945655,81.03160348499999,669.730808359236
16755,1221.5502342500001,592.81269125,666.8394651675351
9731,975.02108075,435.91691599999996,666.7171880312975
28410,179.47915619999998,992.7204742499999,666.211142550837
6836,410.685532,123.90866564999999,663.7225140155142
9042,18.96809293,0.5133225875,663.4785935548133
18725,13.28338584,0.256661294,661.1653426689219
22533,1643.6291725,883.46190945,654.0794363988729
11969,659.60717515,252.96883975000003,653.6565372252843
20419,1189.570128,577.21013795,649.6503314127839
3194,795.9223724,332.0620371499999,647.9705191986367
19267,219.02703089999997,46.148903804999996,647.6176975765321
14804,2268.2427393,1337.8524224999999,647.0266279277932
22424,18.710759185,0.5133225875,645.1044757893736
3788,1014.64827355,466.4167939,644.3973699276104
24361,826.2137774999999,350.86672325,643.9904585170783
6648,398.64973245,120.471810645,642.3324740073568
23361,1496.9045310000001,786.79720315,640.8924879847772
27502,501.9910106,171.2223351,638.981571114108
3649,252.86337494999998,59.01251782,636.7827742015104
2830,3272.128046,2113.964921,634.5147030515772
21386,306.6633037,80.57937953999999,634.3302846879259
25794,973.60658435,443.58254895,633.3104824945807
16698,713.9556147,287.3883459,633.1489686600107
214,538.47246475,191.1954435,630.7751235100585
2921,2363.4387100000004,1417.9219010000002,630.5016062387083
28720,861.2445862,376.4485177,624.3276755849918
21559,1042.4019647999999,489.63614825,624.0349064060101
19906,91.3527336,10.523113050000001,620.8645224292235
18019,18.263778085,0.5133225875,613.802466599481
30446,3149.1440155,2032.3019239999999,613.7553887126542
4131,1419.5872785000001,744.6081493,611.8611853548651
27395,743.4254575,309.33406619999994,609.1645136780277
20038,297.0141275,1123.74571215,608.2204413934769
2601,22.39222387,0.7699838815000001,607.1831805225762
8522,1533.1840785,825.8060631999999,605.9336190761055
22459,850.8712911,1932.2698365,605.2067842198788
12474,82.02040503,759.38846525,604.2065556726016
24579,1354.1506490000002,702.8614120000001,603.5011497146214
20694,1351.20734225,701.673645,601.2681634397921
21711,12.650843655,0.256661294,598.5154754098742
3581,116.47001281400001,813.4157852999999,597.1526721810069
2948,25.77025278,1.0266451755,596.3561042278236
495,1237.7238052,626.49748155,596.3274070925028
31298,274.16790295000004,1073.70796435,595.3800577147741
19050,103.185474,13.576155773,591.465658421313
14219,1134.51035455,559.5370738500001,590.835333294727
52,1379.4645953,725.632199,589.1370353197352
14164,900.35773875,409.84739460000003,587.0487427472141
19186,866.49687705,388.80977865,586.880722933719
28890,329.6215363,94.35109794999998,586.6617385918948
18478,1418.180955,753.46154905,586.4292467261649
18537,2727.6265755,1723.0697705,585.6607734340191
31517,44.586627825,670.7821717300001,584.5725717413869
27223,934.7700441499999,432.19414755,584.4191395814141
29562,1940.6765154999998,1128.6087131499999,584.3071278202267
23384,876.1775903999999,395.64432915,583.6358520887968
11143,814.6010688,1854.375376,583.0160516072555
27625,490.9670479,173.34769369999998,581.9636362570486
28712,1499.025021,812.8471445499999,579.2479942709193
27840,2055.6754515000002,1216.7657335,578.3936016429905
31536,254.927284165,1022.7663609,576.453108256757
25381,2241.048868,1356.7952295,576.287770033384
6757,529.7383095,1437.603437,573.3285470230767
22274,1457.810555,786.8985235,572.0216019841813
1845,821.25035745,1847.9599054999999,570.4303934948305
9921,59.223215804999995,5.133225875,569.9587514503248
29295,462.3305004,160.57336829,567.0763947281711
6202,1394.2926109999999,745.0188543500001,565.8332116201202
23807,611.3717729,241.87260264999998,564.4692094912575
28727,21.612050075,0.7699838815000001,564.156904645848
1960,176.742995,35.41925855,563.8852788517523
162,201.17639075,43.900050805,563.4582797265899
23404,114.541476365,16.939645395,562.3563649985396
28426,909.99350295,423.12666735,560.2088780924893
24267,265.91101135,69.14084904,559.9945229643328
19603,386.00297505000003,123.502914275,557.932436747584
25109,691.6276181999999,289.91709645000003,556.612028958036
23463,326.11106789999997,1112.0111259999999,555.4251094081079
469,1677.9561915,951.6897004,554.2384412408907
26310,1398.3165935,754.9785157,548.2061724149256
16672,27.755997098499996,1.283306469,546.0919632948697
20166,366.2290377,115.431529915,544.9064909516852
2949,423.43266595,143.95513939999998,542.5835310365165
21984,157.1884619,824.9911390999999,540.5638855248734
15601,287.28207280000004,79.72506073,540.3559792236755
25811,481.6224605,174.6884423,539.294359077343
20979,783.49323895,350.27637875000005,535.7964720067389
7004,49.24608621,630.171888125,535.5281530166334
29272,149.27293559999998,27.66929065,534.4353294841571
11370,30.202134335,1.5399677630000002,533.4655778772131
3111,312.0865907,91.42390904499999,532.5961182780869
10351,41.5242935165,2.8232742325,530.5077616545491
29810,562.75529555,220.94857385,528.773881467175
27458,243.436536325,62.47496844,524.1633548458254
415,34.823663249999996,2.053290351,523.0128994744949
29822,685.1580237000001,293.78659565,521.3702631837431
26420,576.82534915,230.5622853,520.0248133851627
24408,354.083536,112.4359293,519.3496970886679
29388,74.06286295,8.328045649,518.857171023637
2984,1218.61510005,642.1942772,517.3838771403349
17415,1193.0905495,625.2533346,515.6935353758107
8524,818.0543292,377.34435540000004,514.7162750080364
7178,1416.0761825000002,781.7470150500001,514.7106224026641
4749,563.59267725,224.39639834999997,512.7271046487658
30628,1336.8725115,727.2651118499999,510.98447547238123
9149,1002.8779803,498.7109415499999,509.682827835972
18967,690.62217355,299.76423295,509.6336151469904
29617,807.47441435,372.25028905,508.85128854180016
25634,44.527113985,3.33659682,508.4997666335245
30154,372.69391855,122.85878414999999,508.04339968446664
16700,843.10392205,395.77148014999995,505.61074663686077
8622,1066.84699205,542.93842465,505.5457019312296
16636,68.044963145,7.301400474,505.3524209642886
13601,2958.039366,1965.336093,501.4204907419429
24914,2153.333176,1336.5176895,499.19843502844407
9918,1241.809709,665.4575098,499.17816333985354
15884,389.9201891,1145.46083675,498.35110196436096
12731,511.17864084999997,197.60466280000003,497.60283141507847
17893,2052.7327725,1261.2950540000002,496.61152660358005
7778,852.45322295,1795.7912534000002,495.5401347503218
25461,2138.3411835,1329.4228214999998,492.2052681798074
22080,399.74151455000003,138.696059695,491.32419226838687
20781,23.4758334305,1.0266451755,490.8863016504089
13659,545.1585302000001,218.1302533,490.29188878763904
23292,1539.1395315,881.6992511000001,490.2212650778449
2140,499.01564110000004,1295.741453,489.8909561610778
15583,16.3702378085,0.5133225875,489.8318648913564
12453,1704.3700925,1003.58906735,489.33777896468126
11561,97.37880591499999,669.2306423,488.6424830354737
14761,439.0904164,159.8362931,487.8921042748555
15710,363.15737785,1093.2309735,487.5524641960024
15495,1609.5185219999998,934.9735725,486.6564171213056
31535,276.51890285,958.09844935,484.86737299523804
3978,627.09197045,267.8050657,482.01881315210517
17035,1428.783081,805.8878027000001,481.4547712826854
9483,732.97860945,332.9811111,480.50172623217674
21134,198.24534295,47.470072635,478.8950358967851
24407,468.2334588,177.05217955,478.87881189128507
11033,181.39019455,41.1232491395,478.4353470721746
20782,738.4754494499999,337.5691679,476.1271522103597
28728,227.10653395000003,59.21539351,476.0153292485282
2156,127.06627280000001,22.84285515,475.5325337098386
13837,949.9206725,474.99914149999995,474.8439331808436
8475,520.3306476,206.98129275000002,474.38015716476485
22316,1219.89066295,660.2937346000001,474.25669184708755
21717,25.934229495,1.283306469,473.5174494267877
15080,536.2404925000001,216.35190684999998,472.97344737573064
20420,402.16198115,142.5410254,472.8676567002124
12941,33.103425224999995,2.053290351,469.5443463337011
30646,1156.0261140500002,617.95087195,468.5242457015257
28052,919.20156465,456.73467074999996,468.2710589986756
21011,11.9004267805,491.40246300999996,467.8898053133238
30161,691.3137039000001,1540.0156550000002,467.71927250372454
3824,1167.8717407499998,627.2601523999999,465.9324976089614
9692,79.41846362499999,10.266451755,465.78904375016157
7819,316.47645650000004,100.32637590499999,465.6886777756773
10940,1109.14569405,587.0779163500001,464.2565440157463
30970,715.8504094,326.89696475,462.790415386078
30350,841.86744165,407.86876674999996,461.80258252136923
22781,1537.80665895,897.0610665,457.66662892408715
30268,387.5732755000001,137.18168755,457.0285468552149
13262,1269.2616433,703.03998925,456.02948113540475
23181,1917.1639055,1183.7211825,454.44673616935546
5595,201.36195179999999,50.462016715000004,451.2461429606026
12751,710.71997805,326.7590792,451.17635967955675
9070,1011.89870065,525.5319292500001,450.12038880235133
13889,549.5997373,1318.17336775,448.1242299951581
16539,2583.7104955,1709.306897,447.30507693595837
13958,71.739839675,579.6328495649999,445.0322470313969
14493,223.70283444999998,60.130810955,444.96002041735363
