,control_day1,covid_day1,chi,control_day3,covid_day3,chi,control_day7,covid_day7,chi,control_day14,covid_day14,chi
5577,,,,,,,,,,52.224627885,25.777768488,27.13331731139904
5579,,,,,,,127.89663486500001,75.78349337499999,35.836029655142056,,,
5582,,,,2.0834596225,6.935624015,3.394575490385042,,,,,,
5583,237.85259625,127.85222214499998,94.64115758204807,159.907665615,98.177986335,38.81270584435707,,,,102.25938595999999,61.727148375,26.61490651838144
5585,,,,,,,1.2271548945,8.071384354000001,5.803648400298652,,,
5588,188.92881115,118.981583515,41.120772721987656,,,,181.42697105000002,79.69816793,129.84927574893788,,,
5589,3.3963838610000003,19.1030247825,12.914110296445582,23.6384743755,9.53648302,20.853197114023352,1.8596970775,20.85431996,17.30076545964689,,,
5590,,,,,,,9.521975937,20.513323744500003,5.889329692747935,,,
5592,,,,,,,,,,15.580120095,6.674981294,11.880407385764235
5593,76.74241771,11.870797619,354.5108954174509,,,,,,,,,
5594,223.14374564999997,107.01383317249999,126.02255402152466,,,,,,,,,
5595,,,,,,,201.36195179999999,50.462016715000004,451.2461429606026,41.024871325,14.9792367665,45.28769323361435
5596,,,,5.561654990499999,1.7339060035,8.450090303571361,,,,,,
5599,,,,,,,4.0905163145,8.469822695,2.2643123787714665,,,
5605,,,,,,,5.31767121,0.7699838815000001,26.8596012653019,,,
5606,,,,,,,133.88069145,59.82036406000001,91.69004868664089,,,
5607,135.96108045,64.41155104,79.47852638439512,,,,,,,,,
5613,,,,,,,5.170039599999999,36.406744195,26.80085065363517,1.5723262130000002,0.40452606799999996,3.3712467169409255
5614,19.69109762,5.2967563245000004,39.11772576226554,,,,,,,23.548080733,3.168988314,131.0536255332317
5615,7.876439049999999,2.6640128655,10.198669488693286,,,,,,,68.92846199499999,1.6519151685,2739.931104941753
5616,,,,,,,,,,9.502850512,0.303394551,278.94367153079963
5617,,,,,,,4.908619577,20.026893955,11.41276428996257,,,
5618,,,,,,,,,,2.7391440825,115.95296958850001,110.53938791899833
5619,,,,59.41749722,219.04265035000003,116.32524291987026,,,,86.63491425999999,54.3641768855,19.156005854504393
5626,,,,,,,21.278857385000002,3.8499194075,78.90239947147306,,,
5629,1637.5063635,3619.9787254999997,1085.696067330067,,,,2743.364797,1392.1275585,1311.5479709894028,,,
5630,3.938219524,2.3310112575,1.1081535550696218,15.295991888,3.467812007,40.34412448393521,,,,,,
5631,18.60742629,10.65605146,5.933188472717596,,,,37.645008925,5.646548465,181.33227371673382,,,
5636,6.79276772,3.66301769,2.674116283147133,3.4724327039999996,29.034043375499998,22.50447626845878,,,,4.5423797055,0.7416311245,19.478267967397738
5637,23.774687025,54.11509775,17.0107892480282,57.662552205,132.60828050499998,42.356798301186295,57.67628005,33.200954865,18.04290103544573,213.61138235999996,16.67613274,2325.688644218102
5641,,,,11.46623125,5.20171801,7.544454747199051,7.362929365,15.832321815,4.5306436611310765,,,
5646,,,,12.500757735,39.87983808,18.7968175556335,,,,,,
5649,321.20276794999995,116.827226835,357.5310562240911,,,,,,,,,
5653,,,,,,,674.76429725,405.89981134999994,178.0934845420232,,,
5659,,,,25.021684790000002,153.954777635,107.97808737049651,20.456667845000002,178.20597569999998,139.64090727588078,,,
5664,,,,38.580019665,6.06867101,174.17121304240385,,,,4.9167430895,2.9667252800000004,1.2817396619100423
5667,,,,1.043170477,4.171101048000001,2.3456515544469223,,,,,,
5668,,,,,,,,,,25.307588638,12.11414496,14.36890153282086
5675,31.505756195,13.8297205115,22.592086168665254,,,,24.1463050865,1.5399677630000002,331.8553150673123,,,
5676,7.876439049999999,35.61239286,21.60155698536382,18.06529406,58.952804099999994,28.358082415134866,,,,,,
5680,,,,,,,,,,0.6364177529999999,1.9552093284999998,0.8895268625503452
5682,,,,,,,,,,23.0614083335,2.8094430505,145.9869769386654
5685,135.4192448,43.15416958,197.265853756518,,,,,,,,,
5686,,,,1.043170477,6.935624015,5.006183815961759,,,,,,
5687,48.63304538,20.744580769499997,37.49251271805082,14.941545289999999,33.81116707,10.530917947407321,15.438346135,58.88902335699999,32.059647849908046,,,
5694,,,,,,,162.95311420000002,60.261618434999995,174.99601863212084,,,
5696,,,,,,,46.538528955000004,105.048896725,32.58923456895216,,,
5697,,,,,,,,,,59.88051505999999,33.03860454,21.807463432403377
5699,,,,,,,16.2226062015,5.133225875,23.95654487457465,,,
5701,375.54490975,849.4134259,264.3605148579778,,,,824.99301475,333.96623735000003,721.951111097336,,,
5703,3.938219524,2.3310112575,1.1081535550696218,,,,,,,,,
5704,,,,,,,121.14990259999999,73.93673522,30.148520453590763,,,
5706,,,,,,,18.7148454605,8.983145285,10.542631261231653,,,
5709,,,,38.56849434,103.10100965499998,40.39189865177764,,,,,,
5711,,,,3.4724327039999996,8.66953002,3.1154884347438263,,,,51.66968613,9.012276481499999,201.9084303122799
5713,,,,,,,29.497819485,17.341740254999998,8.52107459073677,,,
5714,,,,,,,1420.223907,681.78723095,799.7931022790929,72.15365461500001,35.5087339315,37.817462444324356
5715,,,,258.25674774999993,83.700715685,364.0328291211705,148.97767234999998,83.44417263,51.46721994109893,,,
5716,,,,105.999959415,30.719316184999997,184.4824673502916,79.755742595,39.877805025,39.87807011544055,,,
5718,11.81465857,39.647498915,19.538861791283807,,,,,,,,,
5719,,,,,,,9.374344328,4.3632419955,5.755157887801122,,,
5720,112.18639342,20.078577553,422.53240905113717,,,,,,,2.2461803044999997,6.6640121675,2.9287519108867306
5721,,,,,,,,,,70.007200565,46.33181407,12.098035376744933
5722,,,,,,,144.08131158999998,45.12591515,216.9966072055951,24.53998773,11.495483210000002,14.802257118193848
5724,7.876439049999999,1.3163717295,32.691740702938,,,,,,,,,
5725,40.75660633,8.905052556,113.92650087555681,38.245742388000004,17.339060035,25.208365743411065,6.101931276499999,106.393301839,94.53940084052977,,,
5726,,,,,,,,,,70.438186345,16.24866451,180.72280801285018
5727,,,,,,,,,,44.655572275,373.04617790000003,289.0805381516665
5728,,,,,,,,,,23.735262425,11.754800479,12.210455523764407
5730,,,,15.641794494500001,96.47494918000001,67.72741475322299,13.90775547,92.324700435,66.60424814454844,,,
5731,221.95434830000002,144.74931328,41.1788995565688,106.35440603,230.4767033,66.8455616510992,,,,,,
5735,854.2764588,410.98940429,478.1228193354983,,,,,,,,,
5738,,,,2.0834596225,10.40343602,6.653763922023628,2.0452581569999997,10.2701082725,6.586898368304459,17.857445355,9.955869469,6.271165132952255
5739,47.945839835,28.41143511,13.430964204472472,14.941545289999999,69.077545415,42.42632670178239,,,,,,
5740,,,,,,,,,,38.36059992,12.158523418,56.46646302463538
5741,,,,,,,15.7756250995,4.619903289,26.93782127638503,,,
5742,886.94517395,562.8600613499999,186.60261656696912,,,,,,,,,
5743,63.302252145,12.614974354000001,203.66273111346837,,,,8.99913589,0.7699838815000001,87.94851997041391,42.291415455,24.362529594999998,13.194235308261224
5745,,,,,,,75.1505588,49.772711245,12.939523092375579,,,
5746,,,,17.728135449499998,52.60543838,23.123583742785346,25.29351476,51.35054136000001,13.222229352425037,,,
5749,86.64082955,223.51434740000002,83.81725874226484,,,,192.48069065,73.983207785,189.79514224561507,,,
5750,,,,,,,,,,13.683137655,28.183388205,7.460326078731502
5753,7.334603385,2.3075592025,10.951473394671053,,,,,,,46.93383335,21.384634405,30.524794315799255
5755,,,,,,,21.506434215,3.0799355260000003,110.24122130786405,,,
5756,,,,,,,,,,2698.662194,6516.451937999999,2236.726161424745
5757,3.938219524,17.183188645,10.209351165290865,,,,,,,,,
5758,54.051402010000004,28.039346745,24.13134033623915,,,,15.695679875,44.359587785,18.521804590591522,,,
5759,135.022779015,43.161986931499996,195.50548346164283,,,,,,,,,
5762,,,,7.30219334,24.323317245000002,11.911149127856657,2.0452581569999997,10.266451755,6.583386917771203,,,
5763,27.712906549,11.847345565,21.246617983411802,4.1669192445,36.133331345,28.280024690288986,6.8441755969999996,17.031293354,6.0933345482309695,1625.553508,961.573448045,458.4876183033014
5765,,,,53.84143557,32.289558225,14.384941839628537,90.66067760499999,35.740675005,84.39143035664684,,,
5767,35.443975715,20.489752675,10.91417696822282,11.46623125,32.453222185,13.571958617697803,,,,,,
5768,,,,9.382771629499999,2.6008590055000003,17.684287668922828,3.124781443,27.92960846,22.029648006862647,,,
5769,10.189151585,0.333001608,291.72139123459453,,,,3.2724130514999996,48.715516744999995,42.39051151007539,,,
5772,,,,25.37036873,57.47982847,17.937029950129237,18.445252885499997,60.732124985,29.44371784127638,22.736752109999998,15.03558826,3.9445031094877008
5773,36.13118126,2.973562419,369.7341882518049,,,,21.949329040000002,58.196061369999995,22.575850902513867,17.663972285,9.967440940500001,5.943009353201088
5775,,,,358.48183365,1139.35213725,535.1799598288384,766.7151026500001,410.07975740000006,310.1561761741002,,,
5776,114.895571765,44.53308012000001,111.17309238776932,63.94750706000001,263.10669395,150.75398169163893,,,,,,
5778,,,,,,,530.6718797999999,322.93475545,133.63291533323044,,,
5779,,,,,,,471.18493800000005,301.05485245,96.1427652592229,,,
5780,90.72441892500001,57.735884175,18.848649163377225,69.163359445,139.07067705,35.14064329297333,,,,,,
5781,,,,,,,240.8625715,17.45296798,2859.791583996454,,,
5782,11.81465857,3.290929324,22.077034510971387,,,,6.544826105,30.752882695,19.056099867994583,20.746022856000003,42.028842374999996,10.777322930687241
5783,,,,65.30478549,442.24329731,321.2770946610422,,,,,,
5786,,,,90.698204875,293.54731534999996,140.17420520926166,173.68066065,479.3613213,194.92742143236507,,,
5789,11.81465857,45.0974577645,24.56335184138492,25.3674874,66.14935849,25.1425115460916,,,,9.065885270999999,3.6859161975,7.852611313151385
5791,,,,2.0863409545,13.216592185,9.373255277910868,0.818103263,11.040092154,9.464509483271783,18.836769596000003,9.6306370585,8.80033956042538
5792,27.171070885,7.913865082500001,46.859527102614024,,,,,,,,,
5794,,,,,,,3365.9899915,1725.1953635,1560.522980894076,,,
5810,30.422084865000002,6.5896760015,86.19296489049599,,,,5.4693890915,1.283306469,13.654795752764553,,,
5811,,,,,,,,,,13.564537262,86.44560914,61.44500213404596
5814,,,,,,,,,,0.112309015,1.460822042,1.2448384072155882
5817,,,,6.256141531499999,13.87124803,4.1805789110020655,16.3702378085,1.7966290569999999,118.21587278369249,,,
5820,50.65501815100001,15.898086330000002,75.98677504537383,34.404456425,78.498997675,24.768833050554637,23.838783037,143.77549993499997,100.05053758654486,177.8323301,103.20475001,53.96336611977387
5825,,,,,,,1.2271548945,2.5666129385,0.6990332763945529,,,
5829,,,,1.3889730815,19.824888275,17.14425646728766,,,,,,
5830,,,,,,,,,,89.06765238000001,198.35519895,60.2140397555227
5833,16.981919305,68.693667835,38.92796847670256,,,,39.6861808,93.680075085,31.120178089252597,,,
5837,,,,,,,,,,9.203359805,1.966680409,26.628387836089395
5838,,,,,,,,,,3.7187802605,8.14767598,2.407449356399839
5839,,,,,,,,,,70.38156395,45.566738825,13.513706748890455
5840,244.89645990000002,148.420148335,62.71169243261058,97.29438635,204.14078535,55.92294043394695,,,,,,
5841,,,,,,,6.32542183,14.066242075,4.2598654101011455,,,
5842,,,,,,,,,,283.30557365,130.65406291,178.35253808567793
5845,,,,,,,,,,4.3926343515,0.16855252850000002,105.85938642503957
5847,,,,,,,,,,0.2246180305,4.3491571845,3.9115218216319296
5848,,,,,,,,,,3.793652937,0.10113151699999999,134.82161487955153
5849,10.189151585,3.9491151889999996,9.85994390132353,,,,9.82132543,31.752635069999997,15.147792977345384,,,
5850,,,,,,,,,,0.5989814145,2.4836082925000005,1.4301041271305985
5852,,,,124.102710815,74.491560585,33.040873460224454,,,,,,
5853,,,,,,,,,,6.06468682,44.276979084999994,32.978295049050736
5857,,,,36.156520100499996,17.715021155,19.197768965739492,9.408187525,73.43933586,55.82822759882694,,,
5858,,,,,,,0.4090516315,14.89366808,14.086799338699693,3.8185065175,9.214840691000001,3.160165594672237
5875,,,,,,,,,,7.924232921,3.2589499230000003,6.678490300763011
5878,,,,,,,16.442010475,52.859959805,25.0902013224194,,,
5879,,,,,,,,,,99.152481795,26.789083658,195.46997040976487
5880,,,,,,,,,,5.6343249,0.4495068725,59.804064460191306
5881,,,,,,,,,,130.78712356,60.61279426,81.24417547195321
5884,10.189151585,4.282116797,8.148554007468425,3.4724327039999996,13.216592185,7.184048857838175,12.870247935,4.3632419955,16.586095873051672,,,
5885,279.79859995,184.4234088,49.32360347359024,244.9347249,585.52904865,198.11910892923356,313.18476510000005,179.516174965,99.53026234077342,140.002754175,50.994130240000004,155.3617072693552
5887,,,,2.777946163,27.463801329,22.18889650331292,12.64675738,26.960405409,7.599311538160393,15.6112650505,9.270389055,4.337111220658269
5888,,,,1.3889730815,12.676967099999999,10.051206093426856,,,,13.3276484075,5.9667595,9.080755728223425
5891,,,,,,,,,,27.7535333905,2.5171180169999996,253.01819644630007
5892,,,,20.497437615,42.905291405,11.702796905267107,8.59008426,92.69494879000001,76.31082739616079,,,
5893,,,,,,,,,,28.995223936000002,4.382666909,138.22131044532162
5895,103.62274885500001,17.159736592999998,435.6624269202594,7.6479959465,41.450080126,27.565227652269556,,,,,,
5897,55.13507335,17.445834093,81.42223227614811,,,,46.799948975,21.911514456000003,28.26980189116648,,,
5898,,,,6.94486541,118.42746894999999,104.9450013772064,,,,,,
5899,,,,58.725892009999995,137.730496525,45.31841307519427,,,,0.4117997225,5.89933849,5.1044844732778545
5900,,,,43.069690859999994,136.20888766000002,63.68828150335644,,,,,,
5902,,,,422.976879305,154.29986995,467.8379533264588,300.86774145,133.737519515,208.8606935835193,,,
5903,61.92784107,160.22373435,60.30369142818041,172.5957527,92.41887892,69.5564711913306,376.09007289999994,107.14865965500002,675.0386238251242,8.860141381,0.8090521359999999,80.11849316834962
5920,,,,,,,,,,28.108710700000003,65.515902735,21.358142947419577
5922,,,,,,,,,,12.0422301455,6.54003888,4.629041092511745
5929,,,,55.919132525,34.02346423,14.090872312230394,,,,,,
5930,,,,,,,2.0452581569999997,0.5133225875,4.571835812892781,,,
5934,,,,,,,,,,3.980834629,2.472337994,0.9204089826426549
5936,3.938219524,0.333001608,39.0316320089583,,,,,,,17.888590315000002,6.00047001,23.552722395183395
5937,,,,14.941545289999999,6.06867101,12.972839993955363,10.635342415,25.956996515,9.043923252999937,77.582235615,36.117530849999994,47.6035238507622
5942,193.84497595,80.46283989499999,159.76951339488306,25.355962065,71.30244328500001,29.607388460192137,,,,,,
5945,,,,2.0834596225,9.91244414,6.183439493789138,,,,,,
5960,13.585535445,47.7692879815,24.46192913591712,,,,30.020659535,98.91226196,47.9824522322982,,,
5961,18.60742629,11.537796011,4.331821453083725,,,,16.146747259999998,5.90320976,17.775085890545455,,,
5962,,,,,,,,,,32.894894513,21.0823441575,6.618635236138262
5963,147.92110889999998,87.562172099,41.607022352392256,,,,,,,301.39143294999997,670.5773776000001,203.25508476728686
5966,,,,,,,,,,27.32915091,4.888525275,103.01300506014448
5967,1641.576747,1050.7448,332.22376127467965,,,,,,,,,
5968,10.189151585,5.26548692,4.604032656749921,2.0834596225,6.935624015,3.394575490385042,,,,,,
5969,,,,,,,145.90014594,94.44274592000001,28.036711459673466,182.47505997,79.729662695,132.40513385314497
5972,3.3963838610000003,1.6493733375,1.850427492568671,,,,,,,,,
5982,141.815546715,88.76289968,31.709006438130988,,,,,,,116.14920332,16.7319822815,590.7120670302252
5986,,,,,,,1.2271548945,4.876564583,2.7310601239540007,5.9338156075,0.16855252850000002,197.1982186555009
5987,,,,,,,,,,0.112309015,1.213678595,0.9994531968732434
5989,,,,180.00455535,65.494702645,200.2071287748923,83.83808633999999,18.793716574500003,225.11619888593788,144.133646105,20.6197599455,739.8573074829266
5990,,,,,,,56.76481974,13.603048575,136.9500726126625,,,
5991,,,,,,,422.78786494999997,277.1756798,76.49628019116658,,,
5993,,,,,,,,,,29.219841966500002,10.114155608,36.09072920933184
6000,28.254742214999997,65.24953599,20.97508810889521,,,,,,,,,
6002,,,,7.9966798809999995,32.66551934,18.62978616441968,6.435123965499999,24.896145505,13.689240216459888,,,
6004,,,,354.75868230000003,225.5181513,74.06550096689254,200.9692453,118.81825579,56.79922695886035,139.28423655,79.26868474,45.438705976677404
6006,3.3963838610000003,23.811951405000002,17.503622070054625,30.583339785,1.7339060035,480.00862090166555,1.2271548945,10.637997294000002,8.325246963371425,,,
6007,,,,,,,,,,91.7394629,47.645017925,40.808465655610384
6011,,,,,,,,,,47.370486650000004,21.01361806,33.0587774026825
6012,,,,12.169361791,6.935624015,3.949465981530636,,,,,,
6013,72.94956807,16.5093680795,192.95082401870533,56.319680444999996,34.939050425,13.083679564600677,41.78162726,23.62015207,13.964312342252652,,,
6017,64.53129335,27.474969095,49.97898860390698,,,,43.97043075,24.271595185,15.98758217822958,,,
6031,22.545645815,71.646922715,33.650229512309814,,,,46.420654260000006,29.553911150000005,9.62603635420121,,,
6033,127.83354549500001,318.462037,114.10848877246822,,,,,,,119.26239885500001,56.09789549,71.12128628886464
6034,,,,155.71769575,35.59370627,405.4023691473012,49.848871474999996,102.885675835,27.340080082984812,,,
6035,20.920138829000003,72.994563855,37.14996841648701,,,,,,,,,
6036,,,,376.4577637,170.82061015,247.54998172067047,,,,,,
6038,,,,,,,,,,6.077269579999999,18.329152206,8.189611073890422
6058,6.79276772,4.2899341485,1.4602032734739636,,,,9.817239155,1.5399677630000002,44.490036313066376,3.681343922,0.1348420225,93.27712155279418
6059,695.4129105,457.69723650000003,123.46314803514055,,,,,,,,,
6060,,,,3380.5439960000003,8156.4627335000005,2796.4818245930865,,,,,,
6062,,,,,,,,,,31.191385145,15.27146141,16.595921302086857
6078,,,,14.584217355,39.273815435,15.521187503689754,12.1239173335,1.7966290569999999,59.3627731503033,,,
6080,129.7101484,313.34975265,107.62256540462158,,,,385.1510286,224.7716004,114.4342120801083,112.14918259000001,53.375603104999996,64.71746349515304
6088,,,,,,,23.176483935,62.880719819999996,25.070106572003958,,,
6089,17.523754969,50.467714765,21.504926309703585,,,,,,,,,
6090,,,,,,,42.401910615000006,86.40191089000001,22.40691211870025,,,
6091,3.938219524,36.054837395,28.60856456434552,51.78678927,17.011732109999997,71.08650622180927,41.368489354999994,18.969699464999998,26.447745756965585,,,
6092,,,,,,,,,,90.4351705,50.578635045,31.407399924144634
6095,485.06176875,264.4234966,184.1033333394679,,,,,,,,,
6096,,,,,,,,,,1.7969442435,0.505657585,3.297530352323491
6099,,,,8.3367198195,5.20171801,1.889421211736982,11.866583587000001,6.960404255,3.458218051121511,,,
6101,228.70747215,87.616893515,227.1999220806786,31.963668865,244.05149225000002,184.31046830932442,,,,2.4333619965,7.3493921884999995,3.2883471488256593
6104,,,,5.561654990499999,14.574537071,5.573559077813266,,,,,,
6105,3.938219524,11.870797619,5.30089023946941,9.731455569,22.753075205000002,7.452292774358666,0.818103263,88.97713406349999,87.34844961557067,,,
6108,,,,254.76414575,81.26352064,370.4302579618186,,,,,,
6109,,,,604.8804463,397.22347885000005,108.55706781323947,,,,,,
6110,,,,,,,,,,36.81343922,1.7306064785000002,711.1987435958649
6113,,,,13.901256145,46.70043133,23.035887724772326,18.116146475,37.223200645,9.807848673119235,,,
6115,112.33176329999999,19.1030247825,454.9854164208922,14.950189286499999,30.931613335,8.257115846232798,13.612492252,49.7298951935,26.231038496320316,,,
6123,40.75660633,26.32743459,7.908138424603511,22.601066561,6.935624015,35.383418944175126,6.95796401,29.672451913,17.388113466601922,,,
6124,,,,82.36724773499999,27.62746529,108.45887419178182,26.410967515,9.49646787,30.12702218943064,,,
6125,,,,,,,161.54448455,73.595739005,105.1009467058093,73.389365715,24.0471620065,101.24492304551441
6131,,,,69.137427455,37.327612275,27.107663204684798,,,,85.799043995,48.5098192095,28.66401705391719
6135,,,,,,,,,,145.9293426,77.4712596,60.493519173849755
6146,157.42305495,35.2637565515,423.1793672752937,,,,,,,,,
6152,,,,65.679401415,189.23892035,80.67555390409214,148.65265225000002,399.78381850000005,157.75241453922214,,,
6153,,,,,,,,,,0.4866723995,1.5733242490000001,0.7505205889836705
6158,,,,,,,,,,0.5989814145,3.1803590039999996,2.095206940849131
6159,,,,0.694486541,3.467812007,2.217921307394596,,,,,,
6163,593.3099426,1286.12544815,373.20879189579705,,,,1736.426685,813.4179096,1047.3646933645132,,,
6173,22.545645815,207.09725920000002,164.46039959473552,,,,193.10506025,88.30976770000001,124.35830856160301,,,
6175,,,,7.6479959465,21.673825045,9.076565003726104,11.567234092,3.33659682,20.30313926368712,,,
6176,,,,,,,,,,0.37436338399999997,1.8317379955000002,1.1595221387898411
6183,,,,,,,14.6202428705,3.5932581139999997,33.839593194357256,,,
6199,,,,,,,18.6389865195,0.256661294,1316.5595615521743,,,
6200,,,,,,,38.395425795,21.907857935000003,12.408328315102564,,,
6201,,,,40.660597955,152.8268943,82.32371725788815,,,,1.9092532585,4.3490567935,1.368720063231912
6202,,,,,,,1394.2926109999999,745.0188543500001,565.8332116201202,,,
6208,172.383001465,23.7494125945,930.210111623602,,,,16.99869372,6.67319364,15.976750811337157,,,
6209,384.94112974999996,900.9347793,295.5257722238187,,,,,,,,,
6213,,,,,,,,,,115.00001184999999,261.78720069999997,82.30531803263047
6214,168.986617615,89.43824862999999,70.75208990676893,46.899451495,109.988000475,36.187265840027166,27.338772915,14.491573220000001,11.389414903236299,,,
6215,28302.7543,260.21335215,3022074.372104214,,,,,,,1243708.3072594998,3826.9430348,401705952.60298765
6216,,,,,,,47.049110165,95.36181990499999,24.476440621065663,,,
6218,,,,34.756021695,7.802577015,93.10874839443291,60.67794752499999,38.68614652,12.501615046964844,8.279722165999999,5.393680905,1.544257865249903
6230,,,,,,,323.841691855,195.36677935,84.48623250116249,111.86825411499998,56.81598210999999,53.34331187032448
6231,21.461974495,75.499085185,38.67608891641847,,,,,,,,,
6234,,,,,,,,,,83.871852385,46.90649892,29.131088191486526
6240,234.9980481,513.3788612000001,150.9526062702972,469.32014825,230.41030575,247.72291611515647,,,,,,
6241,,,,,,,11.533390896999999,4.1065807014999995,13.431492935189487,47.669353485,113.06360401,37.823029251289675
6242,,,,,,,17.6732516495,0.256661294,1181.8596208405916,,,
6243,15.752878095,6.303578500999999,14.164852996278821,8.6854037565,20.806872045,7.061608931478923,3.681464683,13.576155773,7.211534207734771,90.453732715,59.411189095000005,16.21983214068849
6244,,,,10.080139503,3.467812007,12.608202182269457,7.5525767245,2.3099516445,11.89856843751995,12.46630069,26.17222895,7.17754952500011
6245,,,,3.475314036,14.73820103,8.607062909604942,,,,32.91974809,14.96826764,21.529254961045854
6247,7.876439049999999,19.91755768,7.279433562646179,9.031206364500001,56.449211510000005,39.831685010876505,8.7797316185,64.03817249,47.682423917170425,141.574768465,51.01687162,160.7455028225359
6248,,,,,,,,,,0.29949070699999997,2.955555372,2.3869217851559723
6249,,,,27.459591019999998,1.7339060035,381.6878586453158,3.3103425224999996,14.093134880000001,8.250017616021031,,,
6250,,,,,,,,,,0.18718169199999998,2.4161872815,2.0563248370953087
6251,,,,,,,133.3117494,77.88195909999999,39.4502358210706,34.8478754885,8.5627696125,80.68730354533172
6252,,,,,,,1.6362065255,0.256661294,7.415006041987729,8.479486619,4.6184396665,3.2278614956351808
6253,,,,15.29022923,82.13047364,54.39659696072511,,,,,,
6254,,,,,,,26.82001915,15.943549537500001,7.419777569191492,57.453132505,34.981439269999996,14.435569473009421
6257,16.981919305,44.787908215499996,17.262985705219258,,,,6.95796401,88.07504550000002,74.70879943462876,,,
6261,,,,100.40660980999999,60.40801539500001,26.48468989941509,50.435311635,112.62417892500001,34.33947533938244,,,
6262,,,,,,,,,,6.32674119,14.91191615,4.942706782441974
6263,,,,,,,0.4090516315,3.33659682,2.568641431094303,,,
6268,,,,59.10338926,28.821746214999997,31.81548746784693,8.480382124,34.798364755,19.904274658943457,,,
6272,3.3963838610000003,23.208487005000002,16.912753981073,20.84324022,7.802577015,21.795221822138057,19.305371895,6.1598710500000005,28.05321589741651,,,
6276,,,,92.40992991499999,37.86723735,78.56145629911143,,,,,,
6277,,,,,,,,,,3.756216599,2.2813452585000005,0.9534924461449136
6281,,,,,,,,,,122.71912472500001,41.1271180775,161.8702175100318
6297,,,,148.03800510000002,45.882111525,227.44869940043003,,,,177.3082214,86.247964105,96.14105729541387
6298,,,,12.50940173,0.866953002,156.34828193848136,2.0452581569999997,5.646548465,2.2968530178895294,,,
6299,,,,139.32666940000001,52.769102345,141.98104727075636,,,,,,
6300,48.091209713999994,14.8834468,74.09275099854109,6.9477467399999995,42.57796348,29.816182860312235,3.3103425224999996,6.929854935,1.8904970200853957,,,
6301,,,,777.8363656500001,236.52760999999998,1238.8201484949327,263.91185525000003,95.62709137,296.14789437203143,,,
6305,,,,,,,148.097121955,88.8340598,39.535630183901525,74.768530785,12.203303442500001,320.7662327551525
6306,,,,59.740249164999994,127.63662405,36.11751530437363,,,,,,
6307,,,,,,,17.256027461000002,43.808402844999996,16.093456797028978,,,
6308,,,,58.731654675,32.616886144999995,20.908836372169237,,,,,,
6325,3.938219524,19.110842134,12.04596193361466,2.777946163,6.06867101,1.7843890368779725,,,,50.44655778,28.778103880499998,16.315247743368673
6330,,,,,,,,,,1.310271844,2.843053165,0.8263716651273052
6349,,,,3.1295114314999997,6.935624015,2.088707947107056,,,,,,
6353,,,,,,,,,,46.671155105,618.467519915,528.6471355114422
6359,3.3963838610000003,0.333001608,28.180977516467003,3.1266300995,6.935624015,2.091871562953521,,,,,,
6360,,,,1.3889730815,14.73820103,12.091155932686686,,,,,,
6361,32.192961735,69.814605798,20.273524226410665,35.444745569999995,82.997426645,27.24491070178124,,,,,,
6373,,,,4.172681909,0.866953002,12.60488582583559,,,,31.615767624500002,7.3043109930000005,80.91754637935435
6378,,,,,,,9.4502032695,23.164271605,8.119213654452562,,,
6380,,,,,,,,,,28.726254317,76.034283235,29.434743182745077
6381,,,,30.586221115,14.73820103,17.04141096347655,12.64675738,78.71304163,55.45147061040841,,,
6389,33.81846873,13.8297205115,28.890681847861213,21.2092121515,12.5133031455,6.043075322428016,9.041151637999999,22.110733626000002,7.725386965007531,,,
6391,,,,,,,,,,276.81307304999996,554.22498115,138.85582457145588
6395,23.087481481,4.971572068,66.01255485612363,23.27538378,270.18821754,225.6425096196791,18.407323415,93.32810929,60.14398233104504,,,
6397,,,,15.64755716,9.91244414,3.318204964146564,2.0452581569999997,20.276242215,16.392030446212058,,,
6399,,,,,,,,,,167.46844385,86.34487922,76.21798533656907
6400,11.81465857,1.3320064325,82.49659547784002,,,,2.4543097885,5.90320976,2.0149904030197807,,,
6404,,,,36.14211344,117.72417994999999,56.535824491356436,62.643260465,159.90600195000002,59.16001129298413,,,
6410,3.938219524,7.992038595,2.0562274399781355,,,,6.544826105,4.1065807014999995,1.4476863064002012,,,
6411,253.46010450000003,106.39473405499999,203.2828351537073,59.420378549999995,124.88986543000001,34.320268482737,,,,54.533410045,19.88919834,60.34538869508095
6417,6.79276772,1.9745575944999998,11.75713936029772,,,,,,,,,
6419,,,,,,,,,,123.4747667535,0.0337105055,452016.1932197042
6420,,,,3.1295114314999997,15.60515403,9.973734187198398,,,,,,
6429,51.19685379999999,0.6660032164999999,3833.865659253917,5.215852385,13.004295025,4.66460032165951,,,,,,
6430,,,,,,,2.86336142,5.90320976,1.5653649973299877,,,
6432,15.752878095,136.50873565,106.82083505066477,,,,,,,,,
6433,,,,0.694486541,3.3041480460000003,2.0611464970292275,,,,,,
6434,33.96383861,1.6493733375,633.1038838243671,16.690727635,6.06867101,18.59189380323755,,,,73.869434805,45.00603483,18.510758862976022
6435,,,,,,,,,,11.979940225,2.090151742,46.794648576514426
6458,,,,0.694486541,3.467812007,2.217921307394596,4.314006866,12.867270528999999,5.685612898548562,,,
6465,,,,1.043170477,9.53648302,7.564251705979667,,,,,,
