,control_day1,covid_day1,chi
6215,28302.7543,260.21335215,3022074.372104214
3744,228876.38985,70918.042075,351826.4027286719
25656,36152.405265,4464.6708225,224901.80217500252
31323,356.62030539999995,0.9990048245,126592.49116870514
20758,630.15476795,8.634589759499999,44737.195704398975
21488,875.513775805,17.771018350000002,41400.1394560772
7576,116498.86158,67011.65479500001,36545.63736521958
31885,652.1057015,15.643258235,25895.145090715396
18725,129.9612443,0.6660032164999999,25100.86881365743
12398,7915.107491,1785.67558985,21039.61976317951
16370,140.3354096,0.9990048245,19433.973910465313
26417,168.4051381,1.6571906895000001,16778.32137350713
4244,14750.98426,5510.065234,15497.926216582571
27738,120.75003805,0.9990048245,14354.595300129908
689,13372.343066500001,5250.417611999999,12563.890715604866
25036,6605.860992,1953.3160231,11081.757601764435
16439,6479.7453935,1969.9661035,10324.090961960508
29235,6215.1446835,1955.3718989499998,9279.904342358994
2446,13337.520295000002,28896.218150000004,8377.327361199397
27396,126.02302475,1.9823749459999997,7761.439295247515
331,6122.9401275,2095.2940240000003,7742.079607553316
17730,550.2141855000001,35.040197864999996,7574.279076798452
8408,70.88795145,0.658185865,7493.658305962028
30726,3436.321152,877.9153491000001,7455.662164948464
9165,1883.4468510000002,331.28484755000005,7272.312340184235
9167,1604.2561685,254.70076665,7150.743229466897
29357,336.24200225,14.8599947415,6950.634676992329
16577,2464.8099704999995,546.6741734065,6730.23368410652
25917,46.862168505,0.333001608,6501.36011393939
21819,46.320332844999996,0.333001608,6350.824090619872
30271,3438.0523845000002,987.5963397500001,6080.150953953365
28913,177.55026219500002,4.9950241225,5960.9942727072685
8658,44.15299019,0.333001608,5766.312693981375
29769,3195.1382535000002,11240.436908,5758.390974467583
29643,133.8994638,2.9891971225000002,5733.144125082426
21011,141.41908094500002,3.3300160819999998,5726.275599031126
23316,3915.713468,1253.02342635,5658.248767586643
13503,2791.404684,743.3045262,5643.332051030345
16783,43.320414765,0.333001608,5549.275575662136
4196,85.99326785,1.3320064325,5381.001930561078
5131,84.90959649999999,1.3163717295,5308.399649531772
8830,6113.9799905,14690.32475,5006.947816712024
13958,288.69262814999996,16.3170788,4546.6741193720445
7558,96.288145445,1.9745575944999998,4504.833324695398
7004,462.5557668,39.980500525,4466.4237146237465
27469,6446.0987860000005,14429.1564145,4416.696809517563
30267,1664.9153244999998,380.28918918,4339.498346260085
18899,1234.5921633,233.69668495000002,4286.717883036344
21000,6177.8108995,13875.918109999999,4270.769988304008
31651,763.6974098000001,103.56350015,4207.82204192231
31792,717.41672065,93.9064535,4139.918384219082
6575,3360.7945425,1178.1793824,4043.364710214394
17350,51.884059359999995,0.658185865,3986.8527339549337
19464,767.9263688999999,111.385085355,3869.8758960870755
6429,51.19685379999999,0.6660032164999999,3833.865659253917
4105,3367.1512275000005,1212.5113457000002,3828.807900814283
15392,3595.8719055,1337.0993231500001,3815.762591784457
23977,1295.2909632,282.57594898499997,3629.437337821449
4177,2711.173362,926.4882959500001,3437.8208541921863
12397,1522.4522165,383.9491502000001,3375.939838125215
16637,119.37562695500002,3.9725672435,3352.458341030481
31297,1071.0635463,218.60378585,3324.2225900200324
11066,3738.2028765000005,1504.883789,3314.351701473365
2607,990.1714572000001,192.81251616500003,3297.4066906755393
10847,615.45912265,86.14731927999999,3252.2310331697827
21624,166.77963108,8.2390493395,3050.7301295202005
20841,180.00834465,9.563238421,3037.834356782382
20889,79.055130245,1.9823749459999997,2996.5116444624064
11329,70.88795145,1.6493733375,2906.5467411442046
25432,44.15299019,0.658185865,2874.261061911499
6733,1478.7353355,405.31283010000004,2842.830992581531
7627,30.963920531,0.333001608,2817.563553829444
13148,1237.1691775,309.76949343499996,2776.4844254566124
7658,69.407814325,1.6571906895000001,2769.8363453780266
14050,43.320414765,0.658185865,2765.2763018786422
945,30.56745475,0.333001608,2745.098326359414
21302,264.69328354,21.551296315000002,2743.130858006675
32008,2096.0446225,710.8892541499999,2698.9511844048525
6584,1925.3135665,626.24277865,2694.777439962133
4106,3611.1357975,8325.4626405,2669.5066139045925
4116,2378.5127574999997,6503.973846,2616.7739286336005
19608,113.70617442,4.6229357565,2573.9386364146417
30507,813.1630303500001,164.674688355,2553.744803796713
17842,94.5172686,3.3143813785000003,2509.658873747998
6517,4009.6360239999995,8637.4741835,2479.53111934466
21087,28.796577875000004,0.333001608,2432.9467319188616
16420,40.75660633,0.6660032164999999,2413.2863298328766
30925,40.75660633,0.6660032164999999,2413.2863298328766
26401,2441.0749545,938.00560895,2408.5329938070035
3221,4775.0911325,2380.88515185,2407.6013382359765
13889,1389.70250565,403.9135241850001,2405.9108145453133
9776,1343.9372144999998,384.20236215,2397.411045733405
17715,1276.97427655,355.85813866499996,2384.2504843507386
7221,4445.0868025,9087.837921,2371.86645885528
26428,184.884865615,12.607157004000001,2354.1872981227934
20790,12828.802800000001,8389.784002,2348.6764241248666
4160,3066.881804,1317.81209,2321.4575793063505
1480,123.749956115,5.986211595,2316.707203426515
17139,119.12453099999999,5.6219405815000005,2291.528671452531
17815,39.38219524,0.658185865,2278.306146965171
8091,2897.1154605,1231.3737368500001,2253.333335666613
14976,110.27014665000002,4.9637547165,2234.0822251328327
15160,27.56753667,0.333001608,2227.3763315980964
254,27.56753667,0.333001608,2227.3763315980964
27320,27.56753667,0.333001608,2227.3763315980964
16050,1249.01027445,361.35032879999994,2180.5436893554615
7370,27.171070885,0.333001608,2162.9984516983213
3629,27.171070885,0.333001608,2162.9984516983213
29162,27.171070885,0.333001608,2162.9984516983213
24020,3620.9152775000002,7700.643534500001,2161.4015213658327
2200,47.25863429,0.991187473,2159.7091299840554
26420,1314.453431,396.53276734,2124.8643597000923
1809,2324.9106975,925.15611395,2117.8186736548173
31296,1096.31837025,301.2256552,2098.667276882001
13463,2744.9786249999997,6397.3865615,2085.239590630636
14787,85.7025281,3.2987466755,2058.473675317167
21697,45.77849718,0.9990048245,2007.2004523300309
4090,2668.2229745000004,1151.9129583000001,1995.9807281112733
17655,51.19685379999999,1.3163717295,1890.0911010376356
12580,791.0270559,190.817651,1887.9350408228854
13632,25.400194015,0.333001608,1886.9702730371155
30304,744.33669565,173.06694021500002,1885.68153495603
13143,635.7581381,134.75144772000002,1862.7458780783566
15126,2856.4249365,1304.8390454999999,1844.9929019619185
7051,1209.87917505,376.696527685,1842.8450300201496
18772,1494.1710355,523.25623415,1801.5562738814435
6812,423.88721535,70.18669414,1782.4469472045955
26415,34.902140056,0.658185865,1781.6371651118739
21606,174.94680995,14.589531950000001,1762.5278655748293
23511,79.451596015,3.306564027,1753.5017768018395
18962,1553.7729590000001,565.4911886,1727.1725490948854
28198,1435.943551,504.68631763,1718.374373168058
5025,249.0857753,28.674080555,1694.258865151014
2778,2668.0115225,5776.4997575,1672.7602376487098
5017,23.774687025,0.333001608,1650.180065165302
11045,23.629317145,0.333001608,1629.7768676224161
27052,23.629317145,0.333001608,1629.7768676224161
15677,554.6149528999999,118.62198536,1602.4842879457892
24748,1941.4232665,4657.714451,1584.0897669045216
21693,32.734797400000005,0.658185865,1563.2499302720448
27325,32.734797400000005,0.6660032164999999,1544.1480384857628
25831,74.575075045,3.3221987305000003,1528.1964731608145
17980,1672.9371335,4208.581448,1527.7100298751718
30268,678.2856212500001,169.8448387,1522.048190211249
4564,1546.9933965,600.8236850500001,1490.016364436224
26399,860.81813045,252.350976155,1467.1323388440146
1232,1520.1659418499999,590.23646155,1465.1227002481137
30650,205.36889475,23.0912267295,1438.8645803968961
1971,1137.55073,3321.4667799999997,1435.9587583915568
29766,31.505756195,0.6660032164999999,1428.056712358085
27250,22.003810155,0.333001608,1410.2753013755064
900,534.34237575,121.23909408,1407.5849264752553
14135,919.1116973,285.67458899999997,1404.5441408562453
10208,97.12072089,5.9314901365,1401.920194428881
29709,94.41154257,5.6375752845000004,1397.9090069581175
30966,31.109290409,0.6660032164999999,1391.5754640879197
22865,4808.195957,2829.8289222500002,1383.0999087653438
28655,1084.83409525,370.543095,1376.9292692882202
15501,44.00762031,1.3241890815,1375.8422621747686
27842,2473.2150395,1192.5077970999998,1375.4300346920663
7076,1469.7752255,3734.8045344999996,1373.6616530363742
31857,30.56745475,0.658185865,1359.1363971865746
